2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:38:53.181878262Z [inf]  2026-07-20T17:38:53+0000 | INFO     | aiogram.event | Update id=745899834 is handled. Duration 456 ms by bot id=1162707887
2026-07-20T17:38:53.181882297Z [inf]  2026-07-20T17:38:53+0000 | INFO     | http | POST /webhook -> 200 (456.9ms)
2026-07-20T17:38:55.038333365Z [inf]  2026-07-20T17:38:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899835
2026-07-20T17:38:55.038341430Z [inf]  2026-07-20T17:38:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410890 media=text
2026-07-20T17:38:55.038345848Z [inf]  2026-07-20T17:38:54+0000 | INFO     | aiogram.event | Update id=745899835 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:38:55.038349439Z [inf]  2026-07-20T17:38:54+0000 | INFO     | http | POST /webhook -> 200 (24.8ms)
2026-07-20T17:38:56.045298921Z [inf]  2026-07-20T17:38:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899836
2026-07-20T17:38:56.045302335Z [inf]  2026-07-20T17:38:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410891 media=text
2026-07-20T17:38:56.045306980Z [inf]  2026-07-20T17:38:55+0000 | INFO     | aiogram.event | Update id=745899836 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:38:56.045312030Z [inf]  2026-07-20T17:38:55+0000 | INFO     | http | POST /webhook -> 200 (22.6ms)
2026-07-20T17:38:58.565648686Z [inf]  2026-07-20T17:38:58+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899837
2026-07-20T17:38:58.580859309Z [inf]  2026-07-20T17:38:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2008952758 message_id=1410892 media=text
2026-07-20T17:38:58.587023116Z [inf]  2026-07-20T17:38:58+0000 | INFO     | aiogram.event | Update id=745899837 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:38:58.587028182Z [inf]  2026-07-20T17:38:58+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:39:07.643556471Z [inf]  2026-07-20T17:39:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899838
2026-07-20T17:39:07.658759287Z [inf]  2026-07-20T17:39:07+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26245 media=sticker
2026-07-20T17:39:08.410342930Z [inf]  2026-07-20T17:39:08+0000 | INFO     | aiogram.event | Update id=745899838 is handled. Duration 770 ms by bot id=1162707887
2026-07-20T17:39:08.410350190Z [inf]  2026-07-20T17:39:08+0000 | INFO     | http | POST /webhook -> 200 (771.4ms)
2026-07-20T17:39:09.443513983Z [inf]  2026-07-20T17:39:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899839
2026-07-20T17:39:09.458070888Z [inf]  2026-07-20T17:39:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26246 media=photo
2026-07-20T17:39:10.149140104Z [inf]  2026-07-20T17:39:10+0000 | INFO     | aiogram.event | Update id=745899839 is handled. Duration 628 ms by bot id=1162707887
2026-07-20T17:39:10.149143700Z [inf]  2026-07-20T17:39:10+0000 | INFO     | http | POST /webhook -> 200 (629.7ms)
2026-07-20T17:39:10.345047385Z [inf]  2026-07-20T17:39:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899840
2026-07-20T17:39:10.370464819Z [inf]  2026-07-20T17:39:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410893 media=text
2026-07-20T17:39:10.370469691Z [inf]  2026-07-20T17:39:10+0000 | INFO     | aiogram.event | Update id=745899840 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:39:10.370472768Z [inf]  2026-07-20T17:39:10+0000 | INFO     | http | POST /webhook -> 200 (22.9ms)
2026-07-20T17:39:12.296781954Z [inf]  2026-07-20T17:39:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899841
2026-07-20T17:39:12.311854017Z [inf]  2026-07-20T17:39:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26247 media=text
2026-07-20T17:39:12.317632240Z [inf]  2026-07-20T17:39:12+0000 | INFO     | aiogram.event | Update id=745899841 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:39:12.317635562Z [inf]  2026-07-20T17:39:12+0000 | INFO     | http | POST /webhook -> 200 (25.1ms)
2026-07-20T17:39:15.176865751Z [inf]  2026-07-20T17:39:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899842
2026-07-20T17:39:15.176868896Z [inf]  2026-07-20T17:39:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410894 media=text
2026-07-20T17:39:15.176871416Z [inf]  2026-07-20T17:39:14+0000 | INFO     | aiogram.event | Update id=745899842 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:39:15.176874203Z [inf]  2026-07-20T17:39:14+0000 | INFO     | http | POST /webhook -> 200 (24.5ms)
2026-07-20T17:39:19.228470526Z [inf]  2026-07-20T17:39:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899843
2026-07-20T17:39:19.228476628Z [inf]  2026-07-20T17:39:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26248 media=text
2026-07-20T17:39:19.228480490Z [inf]  2026-07-20T17:39:18+0000 | INFO     | aiogram.event | Update id=745899843 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:39:19.228484530Z [inf]  2026-07-20T17:39:18+0000 | INFO     | http | POST /webhook -> 200 (23.2ms)
2026-07-20T17:39:26.354304218Z [inf]  2026-07-20T17:39:26+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899844
2026-07-20T17:39:26.367681137Z [inf]  2026-07-20T17:39:26+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410895 media=text
2026-07-20T17:39:26.369483966Z [inf]  2026-07-20T17:39:26+0000 | INFO     | aiogram.event | Update id=745899844 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:39:26.369492266Z [inf]  2026-07-20T17:39:26+0000 | INFO     | http | POST /webhook -> 200 (29.5ms)
2026-07-20T17:39:28.381782589Z [inf]  2026-07-20T17:39:27+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899845
2026-07-20T17:39:28.381791948Z [inf]  2026-07-20T17:39:27+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26249 media=text
2026-07-20T17:39:28.381796084Z [inf]  2026-07-20T17:39:27+0000 | INFO     | aiogram.event | Update id=745899845 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:39:28.381799874Z [inf]  2026-07-20T17:39:27+0000 | INFO     | http | POST /webhook -> 200 (22.9ms)
2026-07-20T17:39:30.482604962Z [inf]  2026-07-20T17:39:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899846
2026-07-20T17:39:30.506972730Z [inf]  2026-07-20T17:39:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410896 media=text
2026-07-20T17:39:30.506978182Z [inf]  2026-07-20T17:39:30+0000 | INFO     | aiogram.event | Update id=745899846 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:39:30.506981719Z [inf]  2026-07-20T17:39:30+0000 | INFO     | http | POST /webhook -> 200 (22.2ms)
2026-07-20T17:39:30.653865965Z [inf]  2026-07-20T17:39:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899847
2026-07-20T17:39:30.679302895Z [inf]  2026-07-20T17:39:30+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=5206239564 message_id=1410896 (edit #1)
2026-07-20T17:39:31.417094942Z [inf]  2026-07-20T17:39:31+0000 | INFO     | aiogram.event | Update id=745899847 is handled. Duration 508 ms by bot id=1162707887
2026-07-20T17:39:31.417098161Z [inf]  2026-07-20T17:39:31+0000 | INFO     | http | POST /webhook -> 200 (509.7ms)
2026-07-20T17:39:32.528204525Z [inf]  2026-07-20T17:39:32+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899848
2026-07-20T17:39:32.534292881Z [inf]  2026-07-20T17:39:32+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410898 media=text
2026-07-20T17:39:32.540293345Z [inf]  2026-07-20T17:39:32+0000 | INFO     | aiogram.event | Update id=745899848 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:39:32.540298959Z [inf]  2026-07-20T17:39:32+0000 | INFO     | http | POST /webhook -> 200 (25.9ms)
2026-07-20T17:39:35.487057759Z [inf]  2026-07-20T17:39:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899849
2026-07-20T17:39:35.487062882Z [inf]  2026-07-20T17:39:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26250 media=text
2026-07-20T17:39:35.487067160Z [inf]  2026-07-20T17:39:35+0000 | INFO     | aiogram.event | Update id=745899849 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:39:35.487071288Z [inf]  2026-07-20T17:39:35+0000 | INFO     | http | POST /webhook -> 200 (23.0ms)
2026-07-20T17:39:39.022621111Z [inf]  2026-07-20T17:39:39+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899850
2026-07-20T17:39:39.046320322Z [inf]  2026-07-20T17:39:39+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26251 media=sticker
2026-07-20T17:39:39.422737322Z [inf]  2026-07-20T17:39:39+0000 | INFO     | http | POST /webhook -> 200 (164.5ms)
2026-07-20T17:39:39.422739038Z [inf]  2026-07-20T17:39:39+0000 | INFO     | aiogram.event | Update id=745899850 is handled. Duration 163 ms by bot id=1162707887
2026-07-20T17:39:59.187384823Z [inf]  2026-07-20T17:39:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899851
2026-07-20T17:39:59.187389587Z [inf]  2026-07-20T17:39:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26252 media=text
2026-07-20T17:39:59.187392498Z [inf]  2026-07-20T17:39:56+0000 | INFO     | aiogram.event | Update id=745899851 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:39:59.187395198Z [inf]  2026-07-20T17:39:56+0000 | INFO     | http | POST /webhook -> 200 (30.6ms)
2026-07-20T17:39:59.187398420Z [inf]  2026-07-20T17:39:57+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899852
2026-07-20T17:39:59.187401098Z [inf]  2026-07-20T17:39:57+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26253 media=text
2026-07-20T17:39:59.187403677Z [inf]  2026-07-20T17:39:57+0000 | INFO     | aiogram.event | Update id=745899852 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:39:59.187406254Z [inf]  2026-07-20T17:39:57+0000 | INFO     | http | POST /webhook -> 200 (25.3ms)
2026-07-20T17:40:04.793714007Z [inf]  2026-07-20T17:40:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899853
2026-07-20T17:40:04.793717948Z [inf]  2026-07-20T17:40:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26254 media=text
2026-07-20T17:40:04.793721298Z [inf]  2026-07-20T17:40:04+0000 | INFO     | aiogram.event | Update id=745899853 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:40:04.793726757Z [inf]  2026-07-20T17:40:04+0000 | INFO     | http | POST /webhook -> 200 (25.2ms)
2026-07-20T17:40:06.801471091Z [inf]  2026-07-20T17:40:06+0000 | INFO     | aiogram.event | Update id=745899854 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:40:06.801478806Z [inf]  2026-07-20T17:40:06+0000 | INFO     | http | POST /webhook -> 200 (24.3ms)
2026-07-20T17:40:06.801550037Z [inf]  2026-07-20T17:40:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899854
2026-07-20T17:40:06.801553544Z [inf]  2026-07-20T17:40:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26255 media=text
2026-07-20T17:40:09.043384327Z [inf]  2026-07-20T17:40:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899855
2026-07-20T17:40:09.070002097Z [inf]  2026-07-20T17:40:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26256 media=text
2026-07-20T17:40:09.070010370Z [inf]  2026-07-20T17:40:09+0000 | INFO     | app.business.handlers | dot-save: triggered owner=8339035726 chat=94216436 reply_to=26246
2026-07-20T17:40:09.070020801Z [inf]  2026-07-20T17:40:09+0000 | INFO     | aiogram.event | Update id=745899855 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:40:09.070026915Z [inf]  2026-07-20T17:40:09+0000 | INFO     | http | POST /webhook -> 200 (28.8ms)
2026-07-20T17:40:09.084291487Z [inf]  2026-07-20T17:40:09+0000 | INFO     | app.business.handlers | dot-save: found photo file_id=AgACAgQAAxkBAAJmhmpe…
2026-07-20T17:40:09.091009531Z [inf]  2026-07-20T17:40:09+0000 | INFO     | app.business.handlers | dot-save: photo is regular media (bot_api ok) — skipping silently
2026-07-20T17:40:14.834478467Z [inf]  2026-07-20T17:40:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899856
2026-07-20T17:40:14.834481961Z [inf]  2026-07-20T17:40:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018031 media=sticker
2026-07-20T17:40:14.834485315Z [inf]  2026-07-20T17:40:14+0000 | INFO     | aiogram.event | Update id=745899856 is handled. Duration 44 ms by bot id=1162707887
2026-07-20T17:40:14.834489181Z [inf]  2026-07-20T17:40:14+0000 | INFO     | http | POST /webhook -> 200 (45.0ms)
2026-07-20T17:40:20.270419538Z [inf]  2026-07-20T17:40:20+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899857
2026-07-20T17:40:20.286176855Z [inf]  2026-07-20T17:40:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018032 media=text
2026-07-20T17:40:20.292246406Z [inf]  2026-07-20T17:40:20+0000 | INFO     | aiogram.event | Update id=745899857 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:40:20.292250976Z [inf]  2026-07-20T17:40:20+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:40:24.225925433Z [inf]  2026-07-20T17:40:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899858
2026-07-20T17:40:24.239742197Z [inf]  2026-07-20T17:40:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26257 media=text
2026-07-20T17:40:24.246946249Z [inf]  2026-07-20T17:40:24+0000 | INFO     | aiogram.event | Update id=745899858 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:40:24.246951823Z [inf]  2026-07-20T17:40:24+0000 | INFO     | http | POST /webhook -> 200 (24.3ms)
2026-07-20T17:41:04.246916541Z [inf]  2026-07-20T17:41:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899859
2026-07-20T17:41:04.246922596Z [inf]  2026-07-20T17:41:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26258 media=text
2026-07-20T17:41:04.246927144Z [inf]  2026-07-20T17:41:03+0000 | INFO     | aiogram.event | Update id=745899859 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:41:04.246930742Z [inf]  2026-07-20T17:41:03+0000 | INFO     | http | POST /webhook -> 200 (23.6ms)
2026-07-20T17:41:06.461601376Z [inf]  2026-07-20T17:41:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899860
2026-07-20T17:41:06.481013556Z [inf]  2026-07-20T17:41:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26259 media=text
2026-07-20T17:41:06.482542039Z [inf]  2026-07-20T17:41:06+0000 | INFO     | aiogram.event | Update id=745899860 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:41:06.482545711Z [inf]  2026-07-20T17:41:06+0000 | INFO     | http | POST /webhook -> 200 (23.1ms)
2026-07-20T17:41:16.346544207Z [inf]  2026-07-20T17:41:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899861
2026-07-20T17:41:16.368137183Z [inf]  2026-07-20T17:41:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26260 media=video_note
2026-07-20T17:41:16.561349380Z [inf]  2026-07-20T17:41:16+0000 | INFO     | aiogram.event | Update id=745899861 is handled. Duration 184 ms by bot id=1162707887
2026-07-20T17:41:16.561353967Z [inf]  2026-07-20T17:41:16+0000 | INFO     | http | POST /webhook -> 200 (185.3ms)
2026-07-20T17:41:17.076604270Z [inf]  2026-07-20T17:41:16+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899862
2026-07-20T17:41:17.076607866Z [inf]  2026-07-20T17:41:16+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26261 media=video_note
2026-07-20T17:41:19.092590348Z [inf]  2026-07-20T17:41:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26262 media=video_note
2026-07-20T17:41:19.092613299Z [inf]  2026-07-20T17:41:18+0000 | INFO     | aiogram.event | Update id=745899862 is handled. Duration 2100 ms by bot id=1162707887
2026-07-20T17:41:19.092613790Z [inf]  2026-07-20T17:41:18+0000 | INFO     | http | POST /webhook -> 200 (2102.2ms)
2026-07-20T17:41:19.092618847Z [inf]  2026-07-20T17:41:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899863
2026-07-20T17:41:20.106615242Z [inf]  2026-07-20T17:41:19+0000 | INFO     | aiogram.event | Update id=745899863 is handled. Duration 1003 ms by bot id=1162707887
2026-07-20T17:41:20.106617901Z [inf]  2026-07-20T17:41:19+0000 | INFO     | http | POST /webhook -> 200 (1004.9ms)
2026-07-20T17:41:20.106620689Z [inf]  2026-07-20T17:41:20+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899864
2026-07-20T17:41:20.107951041Z [inf]  2026-07-20T17:41:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26263 media=video_note
2026-07-20T17:41:22.183759895Z [inf]  2026-07-20T17:41:22+0000 | INFO     | aiogram.event | Update id=745899864 is handled. Duration 2095 ms by bot id=1162707887
2026-07-20T17:41:22.183763432Z [inf]  2026-07-20T17:41:22+0000 | INFO     | http | POST /webhook -> 200 (2096.2ms)
2026-07-20T17:41:22.348628541Z [inf]  2026-07-20T17:41:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899865
2026-07-20T17:41:22.367632321Z [inf]  2026-07-20T17:41:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26264 media=video_note
2026-07-20T17:41:22.612160573Z [inf]  2026-07-20T17:41:22+0000 | INFO     | aiogram.event | Update id=745899865 is handled. Duration 268 ms by bot id=1162707887
2026-07-20T17:41:22.612167932Z [inf]  2026-07-20T17:41:22+0000 | INFO     | http | POST /webhook -> 200 (270.8ms)
2026-07-20T17:41:23.123259275Z [inf]  2026-07-20T17:41:22+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899866
2026-07-20T17:41:23.123262455Z [inf]  2026-07-20T17:41:22+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26265 media=video_note
2026-07-20T17:41:24.135900257Z [inf]  2026-07-20T17:41:24+0000 | INFO     | http | POST /webhook -> 200 (1244.1ms)
2026-07-20T17:41:24.135978571Z [inf]  2026-07-20T17:41:24+0000 | INFO     | aiogram.event | Update id=745899866 is handled. Duration 1242 ms by bot id=1162707887
2026-07-20T17:41:24.160347189Z [inf]  2026-07-20T17:41:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899867
2026-07-20T17:41:24.172316943Z [inf]  2026-07-20T17:41:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26266 media=video_note
2026-07-20T17:41:25.304386969Z [inf]  2026-07-20T17:41:25+0000 | INFO     | aiogram.event | Update id=745899867 is handled. Duration 1143 ms by bot id=1162707887
2026-07-20T17:41:25.304392452Z [inf]  2026-07-20T17:41:25+0000 | INFO     | http | POST /webhook -> 200 (1143.8ms)
2026-07-20T17:41:25.534225028Z [inf]  2026-07-20T17:41:25+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899868
2026-07-20T17:41:25.547646718Z [inf]  2026-07-20T17:41:25+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26267 media=text
2026-07-20T17:41:25.549310506Z [inf]  2026-07-20T17:41:25+0000 | INFO     | aiogram.event | Update id=745899868 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:41:25.549314932Z [inf]  2026-07-20T17:41:25+0000 | INFO     | http | POST /webhook -> 200 (22.8ms)
2026-07-20T17:41:30.129578300Z [inf]  2026-07-20T17:41:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899869
2026-07-20T17:41:30.129581888Z [inf]  2026-07-20T17:41:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26268 media=text
2026-07-20T17:41:30.129585458Z [inf]  2026-07-20T17:41:29+0000 | INFO     | aiogram.event | Update id=745899869 is handled. Duration 22 ms by bot id=1162707887
2026-07-20T17:41:30.129588800Z [inf]  2026-07-20T17:41:29+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:41:30.717479599Z [inf]  2026-07-20T17:41:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899870
2026-07-20T17:41:31.139030249Z [inf]  2026-07-20T17:41:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410899 media=text
2026-07-20T17:41:31.139033982Z [inf]  2026-07-20T17:41:30+0000 | INFO     | aiogram.event | Update id=745899870 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:41:31.139040109Z [inf]  2026-07-20T17:41:30+0000 | INFO     | http | POST /webhook -> 200 (29.8ms)
2026-07-20T17:42:00.772904773Z [inf]  2026-07-20T17:41:59+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899871
2026-07-20T17:42:00.772910247Z [inf]  2026-07-20T17:41:59+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018034 media=text
2026-07-20T17:42:00.772914758Z [inf]  2026-07-20T17:41:59+0000 | INFO     | aiogram.event | Update id=745899871 is handled. Duration 39 ms by bot id=1162707887
2026-07-20T17:42:00.772919034Z [inf]  2026-07-20T17:41:59+0000 | INFO     | http | POST /webhook -> 200 (39.3ms)
2026-07-20T17:42:03.827118583Z [inf]  2026-07-20T17:42:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899872
2026-07-20T17:42:03.834778300Z [inf]  2026-07-20T17:42:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018035 media=text
2026-07-20T17:42:03.838115532Z [inf]  2026-07-20T17:42:03+0000 | INFO     | aiogram.event | Update id=745899872 is handled. Duration 39 ms by bot id=1162707887
2026-07-20T17:42:03.838121904Z [inf]  2026-07-20T17:42:03+0000 | INFO     | http | POST /webhook -> 200 (40.7ms)
2026-07-20T17:42:08.327874451Z [inf]  2026-07-20T17:42:07+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899873
2026-07-20T17:42:08.327887193Z [inf]  2026-07-20T17:42:08+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410901 media=audio
2026-07-20T17:42:08.327897684Z [inf]  2026-07-20T17:42:08+0000 | INFO     | aiogram.event | Update id=745899873 is handled. Duration 231 ms by bot id=1162707887
2026-07-20T17:42:08.327905223Z [inf]  2026-07-20T17:42:08+0000 | INFO     | http | POST /webhook -> 200 (234.4ms)
2026-07-20T17:42:09.419880634Z [inf]  2026-07-20T17:42:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899874
2026-07-20T17:42:09.419884027Z [inf]  2026-07-20T17:42:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26270 media=text
2026-07-20T17:42:09.419887094Z [inf]  2026-07-20T17:42:09+0000 | INFO     | app.business.handlers | dot-save: triggered owner=8339035726 chat=94216436 reply_to=26260
2026-07-20T17:42:09.419890429Z [inf]  2026-07-20T17:42:09+0000 | INFO     | aiogram.event | Update id=745899874 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:42:09.419893644Z [inf]  2026-07-20T17:42:09+0000 | INFO     | http | POST /webhook -> 200 (24.8ms)
2026-07-20T17:42:09.419897707Z [inf]  2026-07-20T17:42:09+0000 | INFO     | app.business.handlers | dot-save: found video_note file_id=DQACAgIAAxkDAAEVfhVq…
2026-07-20T17:42:09.419901376Z [inf]  2026-07-20T17:42:09+0000 | INFO     | app.business.handlers | dot-save: video_note is regular media (bot_api ok) — skipping silently
2026-07-20T17:42:13.389995003Z [inf]  2026-07-20T17:42:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899875
2026-07-20T17:42:13.389998230Z [inf]  2026-07-20T17:42:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018036 media=text
2026-07-20T17:42:13.390003510Z [inf]  2026-07-20T17:42:13+0000 | INFO     | aiogram.event | Update id=745899875 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:42:13.390007696Z [inf]  2026-07-20T17:42:13+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-20T17:42:14.351787195Z [inf]  2026-07-20T17:42:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899876
2026-07-20T17:42:14.351792049Z [inf]  2026-07-20T17:42:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410902 media=audio
2026-07-20T17:42:14.390397194Z [inf]  2026-07-20T17:42:14+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899877
2026-07-20T17:42:14.432594955Z [inf]  2026-07-20T17:42:14+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26271 media=sticker
2026-07-20T17:42:15.399309761Z [inf]  2026-07-20T17:42:15+0000 | INFO     | aiogram.event | Update id=745899877 is handled. Duration 843 ms by bot id=1162707887
2026-07-20T17:42:15.399313904Z [inf]  2026-07-20T17:42:15+0000 | INFO     | http | POST /webhook -> 200 (845.1ms)
2026-07-20T17:42:16.377671671Z [inf]  2026-07-20T17:42:15+0000 | INFO     | aiogram.event | Update id=745899876 is handled. Duration 1864 ms by bot id=1162707887
2026-07-20T17:42:16.377681542Z [inf]  2026-07-20T17:42:15+0000 | INFO     | http | POST /webhook -> 200 (1864.7ms)
2026-07-20T17:42:20.323245395Z [inf]  2026-07-20T17:42:19+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899878
2026-07-20T17:42:20.323248765Z [inf]  2026-07-20T17:42:20+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410903 media=text
2026-07-20T17:42:20.323251781Z [inf]  2026-07-20T17:42:20+0000 | INFO     | aiogram.event | Update id=745899878 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:42:20.323254704Z [inf]  2026-07-20T17:42:20+0000 | INFO     | http | POST /webhook -> 200 (25.8ms)
2026-07-20T17:42:23.309635573Z [inf]  2026-07-20T17:42:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899879
2026-07-20T17:42:23.309639114Z [inf]  2026-07-20T17:42:23+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452222 media=sticker
